225867	1	3.92958	2.63399	213.363	0.998137	0.0125845	
230721	1	12.6001	6.87993	1385.22	0.998137	0.0158586	
227998	1	0.353509	0.8	1134.74	0.998137	0.0271026	
229097	1	6.78211	4.26649	1276.45	0.998137	0.0300349	
226396	1	0.409577	0.8	100	0.998137	0.0735539	
223000	1	4.41172	2.65213	156.905	0.998137	0.094573	
225102	1	5.3108	3.94332	1120.86	0.998137	0.163923	
228930	1	0.292203	0.85921	964.579	0.998137	0.19327	
244280	1	24.8832	17.6901	1875.54	0.998137	0.2028	
229507	1	4.46829	2.58191	953.091	0.998137	0.207732	
221867	1	2.76522	2.63024	1844.77	0.998137	0.207977	
224271	1	17.7336	11.8515	1694.55	0.998137	0.209292	
235705	1	3.05219	3.00183	1401.05	0.998137	0.24256	
224259	1	20.5157	14.315	1792.81	0.998137	0.244639	
230344	1	20.6563	14.1034	216.198	0.998137	0.269584	
244016	1	22.4521	9.61533	1538.84	0.998137	0.286832	
236663	1	13.8177	10.8753	1016.79	0.998137	0.298043	
230992	1	9.67453	8.14435	1799.16	0.998137	0.304196	
242473	1	14.9765	12.8497	1580.77	0.998137	0.321806	
230509	1	20.9404	16.6425	1045.19	0.998137	0.34023	
237392	1	19.6026	7.70311	1350.45	0.998137	0.380605	
228578	1	3.56498	4.10339	1882.6	0.998137	0.396153	
226726	1	12.3681	4.81573	625.049	0.998137	0.403931	
234033	1	2.60656	1.61126	100	0.998137	0.41369	
238237	1	4.76265	5.06383	348.929	0.998137	0.419886	
233114	1	1.03501	1.77108	100	0.998137	0.423161	
240953	1	3.87721	4.83049	1424.22	0.998137	0.444668	
243588	1	21.7038	21.0679	377.552	0.998137	0.446714	
224830	1	2.75294	1.60731	1095.14	0.998137	0.458427	
228169	1	29.9578	10.1726	1281.54	0.998137	0.470261	
221825	1	2.5134	1.45534	135.811	0.998137	0.490257	
230590	1	20.1783	22.0749	978.888	0.998137	0.506285	
225312	1	3.7274	4.63099	377.261	0.998137	0.510463	
225045	1	10.223	11.6353	1105.81	0.998137	0.510892	
230074	1	0.108116	0.8	100	0.998137	0.516497	
235771	1	11.7954	13.1914	192.293	0.998137	0.52094	
225352	1	0.1	0.8	100	0.998137	0.547895	
221825	1	0.1	0.8	100	0.998137	0.554912	
225529	1	21.0061	25.8832	568.794	0.998137	0.579175	
235293	1	4.81921	7.51442	1221.42	0.998137	0.58292	
240026	1	29.2846	9.47073	312.43	0.998137	0.588164	
234957	1	3.96473	6.27484	928.12	0.998137	0.589191	
221825	1	0.1	0.83848	111.59	0.998137	0.59756	
240986	1	17.8302	25.8525	733.678	0.998137	0.602368	
230272	1	20.1333	26.7072	380.363	0.998137	0.603926	
232446	1	18.9648	27.1935	444.623	0.998137	0.623451	
222925	1	14.151	20.2368	692.639	0.998137	0.624104	
236267	1	6.52339	10.7013	674.455	0.998137	0.631426	
228441	1	11.1915	3.92619	1412.41	0.998137	0.646206	
226533	1	10.6387	20.0533	1565.66	0.998137	0.660201	
222355	1	25.3911	40.7909	777.998	0.998137	0.662073	
222624	1	13.163	20.2104	113.494	0.998137	0.667043	
236569	1	22.7172	43.2115	1173.75	0.998137	0.67128	
221854	1	3.94278	7.79134	1151.31	0.998137	0.672172	
227138	1	11.4461	22.6691	831.286	0.998137	0.699548	
225792	1	11.4935	27.7387	1573.29	0.998137	0.714317	
230645	1	7.67125	20.6985	1747.12	0.998137	0.719956	
239192	1	10.4887	24.0382	662.715	0.998137	0.723693	
221825	1	2.74269	6.15209	254.874	0.998137	0.725328	
231317	1	7.78998	21.3141	1275.26	0.998137	0.739482	
228181	1	11.8987	27.4515	521.233	0.998137	0.742856	
238563	1	8.49425	26.0131	1270.85	0.998137	0.752063	
228784	1	4.02769	11.9814	1143.87	0.998137	0.753531	
229083	1	4.85595	12.8361	590.936	0.998137	0.755775	
225985	1	2.94855	7.47044	100	0.998137	0.758099	
226470	1	6.07447	20.3185	1008.23	0.998137	0.782291	
226808	1	0.1	1.17374	393.092	0.998137	0.783061	
223615	1	3.30456	13.2397	1385.54	0.998137	0.788145	
224622	1	12.5084	40.6541	875.941	0.998137	0.788411	
223009	1	6.77399	22.3659	845.972	0.998137	0.790078	
231905	1	4.7253	16.2293	703.924	0.998137	0.791021	
231497	1	6.09377	26.7775	1339.3	0.998137	0.798213	
238539	1	2.25777	8.98153	517.87	0.998137	0.804187	
223034	1	5.27687	19.5667	674.332	0.998137	0.809605	
226737	1	2.92464	11.1807	464.94	0.998137	0.813238	
230787	1	1.71868	6.67531	170.053	0.998137	0.814449	
228272	1	7.39444	36.6081	1127.23	0.998137	0.819749	
223409	1	6.21167	21.4952	100	0.998137	0.823248	
241130	1	11.9464	45.4164	121.195	0.998137	0.823599	
229474	1	1.21595	6.56413	818.477	0.998137	0.825349	
225709	1	0.95651	7.28466	1474.68	0.998137	0.828379	
228929	1	3.7544	15.8352	353.916	0.998137	0.829831	
228563	1	2.89413	12.3646	307.383	0.998137	0.831072	
226022	1	3.029	12.3613	174.398	0.998137	0.833005	
229327	1	2.53058	17.9146	1292.05	0.998137	0.835035	
227201	1	5.15713	25.005	522.804	0.998137	0.840079	
231306	1	2.60179	14.1449	623.988	0.998137	0.84028	
226538	1	5.26234	23.922	253.785	0.998137	0.844709	
224906	1	9.69217	47.7333	513.955	0.998137	0.844847	
227957	1	4.94457	24.3173	263.258	0.998137	0.8504	
225903	1	3.17647	20.3761	722.858	0.998137	0.852838	
238731	1	2.77531	37.4243	1356.42	0.998137	0.852868	
237371	1	2.97873	27.6461	999.548	0.998137	0.855799	
222632	1	5.91779	40.0723	766.65	0.998137	0.857665	
227348	1	4.03554	21.4443	197.905	0.998137	0.858918	
221825	1	5.04466	38.7381	808.13	0.998137	0.862772	
234960	1	5.66704	44.3626	620.745	0.998137	0.864551	
233814	1	0.953369	18.7941	1083.11	0.998137	0.869592	
226130	1	0.1	27.1784	1185.17	0.998137	0.871218	
230334	1	6.38465	43.6341	273.186	0.998137	0.87282	
227088	1	0.889565	16.6857	1046.38	0.998137	0.872977	
230796	1	2.1531	48.3455	1053.15	0.998137	0.873207	
227350	1	1.06737	12.3371	715.407	0.998137	0.875964	
222642	1	0.1	1.93154	489.107	0.998137	0.876824	
226783	1	0.37148	24.0765	1003.72	0.998137	0.877751	
235606	1	1.3256	13.86	410.429	0.998137	0.881115	
227042	1	5.61588	44.4166	286.89	0.998137	0.881276	
221825	1	4.82574	35.6952	246.49	0.998137	0.881864	
235780	1	2.9101	30.3024	384.298	0.998137	0.883631	
225864	1	1.05979	0.8	415.838	0.998137	0.884547	
230463	1	0.1	2.89212	634.191	0.998137	0.885029	
221825	1	1.75691	25.8946	673.715	0.998137	0.886399	
225450	1	4.93575	38.3257	100	0.998137	0.887984	
243912	1	0.1	5.57454	536.467	0.998137	0.888599	
227944	1	0.1	2.79455	502.171	0.998137	0.890229	
222140	1	3.17468	44.4701	502.04	0.998137	0.892284	
226067	1	0.147654	3.07001	365.895	0.998137	0.892872	
243066	1	2.22514	32.0522	145.779	0.998137	0.897469	
240131	1	2.54296	35.0702	147.178	0.998137	0.89787	
225694	1	8.57086	2.72295	655.066	0.998137	0.899587	
223465	1	0.1	17.8892	176.215	0.998137	0.909915	
226033	1	0.33822	43.4072	136.801	0.998137	0.910428	
226360	1	0.249343	26.2067	100	0.998137	0.911681	
221825	1	0.1	22.1088	101.604	0.998137	0.913315	
221825	1	0.1	21.4921	100	0.998137	0.913375	
226611	1	13.8382	3.91404	502.865	0.998137	0.922304	
225794	1	9.84291	2.69526	742.438	0.998137	1.14393	
236323	1	10.3266	2.79417	573.851	0.998137	1.23727	
224355	1	1.81606	0.8	1390.47	0.998137	1.5403	
223580	1	1.97617	0.8	288.429	0.998137	1.60157	
234876	1	14.9343	3.16533	493.301	0.998137	1.6056	
225086	1	2.08303	0.8	102.964	0.998137	1.68341	
227122	1	4.1134	0.8	192.72	0.998137	2.74289	
225624	1	10.7272	1.29122	982.023	0.998137	3.16679	
225913	1	27.0421	2.66376	870.665	0.998137	3.19464	
227191	1	26.9709	2.66855	708.117	0.998137	3.20168	
231936	1	5.96616	0.87143	499.662	0.998137	3.23562	
231034	1	7.60026	0.944077	100	0.998137	3.42141	
221825	1	6.97062	0.8	100	0.998137	3.5201	
223936	1	7.763	0.8	551.052	0.998137	3.76165	
240535	1	6.48486	0.8	154.376	0.998137	3.77216	
227776	1	14.2666	1.15523	100	0.998137	4.00493	
221825	1	18.9255	0.8	100	0.998137	5.10643	
238154	1	29.4229	0.8	100	0.998137	6.17338	
