305892	1	4.21142	2.78267	147.453	0.999146	0.00127574	
299690	1	8.34494	4.62833	552.521	0.999146	0.00157779	
304887	1	4.10669	2.77247	707.367	0.999146	0.00399087	
305740	1	4.20457	2.79378	195.872	0.999146	0.00436679	
304881	1	0.407279	0.827899	100	0.999146	0.0044381	
313595	1	29.5906	14.9723	1154.23	0.999146	0.00706678	
310292	1	1.25114	1.4103	1830.98	0.999146	0.00730445	
306792	1	15.2399	7.80121	100	0.999146	0.00747907	
304637	1	4.46882	2.87569	118.336	0.999146	0.00749335	
304637	1	4.2445	2.77265	114.768	0.999146	0.0078304	
304721	1	4.22432	2.76296	110.876	0.999146	0.00822602	
317783	1	13.8134	7.51763	695.157	0.999146	0.00824302	
305826	1	3.5333	2.48724	100	0.999146	0.0102761	
307156	1	19.448	9.52672	100	0.999146	0.0115307	
301257	1	0.362305	0.8	1334.91	0.999146	0.0137375	
308994	1	4.36336	2.9106	142.839	0.999146	0.014112	
310662	1	5.05291	3.30237	838.094	0.999146	0.0147389	
297768	1	16.0877	7.98396	1048.28	0.999146	0.0151297	
324175	1	18.5741	10.1975	1262.66	0.999146	0.0160282	
294500	1	0.398478	0.8	195.492	0.999146	0.0175247	
305213	1	17.8871	8.88607	753.948	0.999146	0.0176396	
307249	1	20.0188	10.2874	888.573	0.999146	0.0186768	
310131	1	12.1984	6.48414	1039.55	0.999146	0.0207792	
304727	1	4.2487	2.84153	116.199	0.999146	0.021906	
321508	1	14.3533	7.59463	506.359	0.999146	0.0229838	
301072	1	19.9998	9.95436	220.729	0.999146	0.0243633	
304274	1	7.70635	4.283	376.878	0.999146	0.0251741	
299678	1	8.04372	4.34688	171.024	0.999146	0.0266483	
303485	1	9.36806	5.21231	196.007	0.999146	0.0269559	
296745	1	20.7609	9.63632	117.052	0.999146	0.0275709	
296642	1	14.3879	7.35481	128.116	0.999146	0.0304731	
305922	1	11.3653	6.39913	1363.13	0.999146	0.0332266	
303037	1	10.5884	5.51836	653.998	0.999146	0.0336612	
305263	1	3.2525	2.39733	100	0.999146	0.0354607	
307337	1	14.8256	7.35019	196.6	0.999146	0.0355943	
304725	1	5.90229	3.46416	388.99	0.999146	0.0355996	
296392	1	14.3553	7.37513	121.615	0.999146	0.0363978	
314346	1	26.2835	12.9442	1365.2	0.999146	0.0365298	
302013	1	0.376144	0.823991	384.32	0.999146	0.0373733	
300406	1	3.30214	2.2772	387.24	0.999146	0.0373837	
305829	1	6.98289	4.1776	100	0.999146	0.0383141	
306179	1	15.5346	7.68453	620.227	0.999146	0.0393582	
294988	1	21.6872	10.6658	209.297	0.999146	0.039948	
312484	1	5.59643	3.59496	103.777	0.999146	0.0400417	
313231	1	15.808	7.90716	378.623	0.999146	0.0414455	
301323	1	21.7263	10.2007	671.104	0.999146	0.0415179	
299361	1	8.38433	4.82044	498.571	0.999146	0.0450068	
321887	1	7.90197	4.97092	967.976	0.999146	0.0487626	
302171	1	5.13904	3.41414	1418.09	0.999146	0.0487704	
304676	1	4.47855	2.78895	101.975	0.999146	0.0488498	
302674	1	2.36739	2.01286	1123.23	0.999146	0.0494068	
305571	1	11.6742	5.90406	356.641	0.999146	0.0502564	
304825	1	4.08426	2.91805	1437.41	0.999146	0.0503474	
325304	1	27.4901	14.7711	255.889	0.999146	0.0503923	
306298	1	3.65529	2.7426	1886.72	0.999146	0.0512476	
304765	1	8.87626	4.71133	535.033	0.999146	0.0519903	
311755	1	1.16399	1.37994	782.017	0.999146	0.0531084	
303544	1	2.68461	2.1532	402.902	0.999146	0.0531576	
307057	1	23.3001	12.0559	375.608	0.999146	0.0532769	
304937	1	4.65396	2.85793	128.429	0.999146	0.0539619	
300892	1	0.341617	0.8	160.347	0.999146	0.054441	
316953	1	19.8824	10.9169	841.166	0.999146	0.0550183	
296220	1	0.408593	0.8	799.692	0.999146	0.0558079	
305814	1	4.22986	2.67524	129.632	0.999146	0.0559454	
319547	1	7.34268	4.18452	315.789	0.999146	0.0561344	
305977	1	8.17878	4.35698	100	0.999146	0.0594514	
307188	1	0.314244	0.8	998.327	0.999146	0.0596554	
303913	1	19.4634	10.7004	1938.09	0.999146	0.0620147	
303458	1	0.965072	1.24369	647.727	0.999146	0.0629976	
304221	1	6.00215	3.40653	132.26	0.999146	0.0638348	
305366	1	4.91756	2.95957	236.445	0.999146	0.0640522	
304402	1	2.33367	1.8742	1998.29	0.999146	0.0647253	
302230	1	8.90383	5.22073	645.682	0.999146	0.0648262	
